hrap_id,hrapx,hrapy,county,max_win_pt,return_period
556_200,556,200,San Saba,0.23,1.0
410_192,410,192,Culberson,0.0,0.0
479_283,479,283,Hale,0.1,1.0
629_217,629,217,Houston,0.3,1.0
558_207,558,207,Mills,0.23,1.0
487_201,487,201,Reagan,0.02,1.0
416_198,416,198,Culberson,0.0,0.0
565_122,565,122,McMullen,0.15,1.0
574_69,574,69,Starr,0.02,1.0
566_112,566,112,McMullen,0.04,1.0
604_117,604,117,Refugio,0.05,1.0
637_165,637,165,Fort Bend,0.81,1.0
601_160,601,160,Lavaca,0.25,1.0
564_155,564,155,Bexar,0.27,1.0
527_152,527,152,Uvalde,0.06,1.0
453_147,453,147,Brewster,0.0,0.0
413_188,413,188,Culberson,0.0,0.0
449_189,449,189,Pecos,0.0,0.0
485_191,485,191,Crockett,0.0,0.0
521_193,521,193,Menard,0.11,1.0
556_197,556,197,San Saba,0.19,1.0
592_201,592,201,Bell,0.35,1.0
627_207,627,207,Madison,0.28,1.0
663_213,663,213,Tyler,0.35,1.0
658_254,658,254,Harrison,0.68,1.0
623_248,623,248,Van Zandt,0.4,1.0
589_243,589,243,Johnson,0.1,1.0
554_239,554,239,Eastland,0.09,1.0
520_235,520,235,Taylor,0.04,1.0
485_232,485,232,Howard,0.07,1.0
450_231,450,231,Andrews,0.02,1.0
446_272,446,272,Bailey,0.08,1.0
480_273,480,273,Hale,0.04,1.0
514_276,514,276,Cottle,0.08,1.0
547_279,547,279,Wichita,0.1,1.0
480_314,480,314,Carson,0.0,0.0
447_312,447,312,Oldham,0.1,1.0
451_343,451,343,Dallam,0.0,0.0
510_347,510,347,Lipscomb,0.0,0.0
509_328,509,328,Hemphill,0.03,1.0
494_327,494,327,Roberts,0.0,0.0
479_326,479,326,Hutchinson,0.08,1.0
464_325,464,325,Moore,0.0,0.0
449_325,449,325,Hartley,0.01,1.0
452_306,452,306,Deaf Smith,0.03,1.0
468_307,468,307,Randall,0.03,1.0
483_308,483,308,Armstrong,0.03,1.0
498_309,498,309,Donley,0.0,0.0
513_310,513,310,Collingsworth,0.01,1.0
512_291,512,291,Childress,0.07,1.0
497_290,497,290,Hall,0.08,1.0
481_289,481,289,Swisher,0.03,1.0
466_288,466,288,Castro,0.02,1.0
451_288,451,288,Parmer,0.07,1.0
454_269,454,269,Cochran,0.02,1.0
470_270,470,270,Lubbock,0.04,1.0
485_270,485,270,Crosby,0.08,1.0
501_272,501,272,Dickens,0.17,1.0
516_273,516,273,King,0.07,1.0
532_274,532,274,Baylor,0.17,1.0
548_276,548,276,Archer,0.07,1.0
563_278,563,278,Clay,0.1,1.0
579_280,579,280,Cooke,0.09,1.0
594_282,594,282,Grayson,0.06,1.0
610_284,610,284,Fannin,0.1,1.0
625_287,625,287,Red River,0.16,1.0
657_273,657,273,Cass,0.34,1.0
641_271,641,271,Morris,0.28,1.0
626_268,626,268,Hopkins,0.29,1.0
610_265,610,265,Hunt,0.16,1.0
594_263,594,263,Collin,0.11,1.0
578_261,578,261,Wise,0.1,1.0
563_259,563,259,Jack,0.09,1.0
547_257,547,257,Young,0.13,1.0
531_255,531,255,Throckmorton,0.08,1.0
515_254,515,254,Stonewall,0.11,1.0
500_253,500,253,Kent,0.06,1.0
484_251,484,251,Garza,0.06,1.0
468_251,468,251,Terry,0.03,1.0
452_250,452,250,Yoakum,0.02,1.0
455_231,455,231,Andrews,0.0,0.0
472_232,472,232,Martin,0.1,1.0
488_233,488,233,Howard,0.07,1.0
504_234,504,234,Mitchell,0.05,1.0
536_237,536,237,Callahan,0.18,1.0
552_238,552,238,Eastland,0.09,1.0
568_240,568,240,Hood,0.1,1.0
584_242,584,242,Johnson,0.1,1.0
600_244,600,244,Ellis,0.2,1.0
616_247,616,247,Van Zandt,0.29,1.0
631_249,631,249,Smith,0.5,1.0
647_252,647,252,Harrison,0.55,1.0
664_236,664,236,Shelby,0.56,1.0
648_233,648,233,Nacogdoches,0.35,1.0
632_230,632,230,Anderson,0.39,1.0
616_228,616,228,Freestone,0.31,1.0
600_225,600,225,Limestone,0.29,1.0
584_223,584,223,Bosque,0.19,1.0
567_221,567,221,Hamilton,0.14,1.0
551_219,551,219,Brown,0.12,1.0
535_217,535,217,Coleman,0.07,1.0
519_216,519,216,Runnels,0.04,1.0
502_214,502,214,Coke,0.02,1.0
486_213,486,213,Glasscock,0.02,1.0
470_212,470,212,Midland,0.01,1.0
453_212,453,212,Winkler,0.0,0.0
437_211,437,211,Loving,0.0,0.0
421_211,421,211,Culberson,0.0,0.0
405_211,405,211,Culberson,0.0,0.0
388_211,388,211,Hudspeth,0.0,0.0
372_211,372,211,El Paso,0.0,0.0
391_192,391,192,Hudspeth,0.0,0.0
407_191,407,191,Culberson,0.0,0.0
424_192,424,192,Reeves,0.0,0.0
440_192,440,192,Reeves,0.0,0.0
457_193,457,193,Pecos,0.0,0.0
474_193,474,193,Upton,0.0,0.0
490_194,490,194,Reagan,0.01,1.0
507_195,507,195,Tom Green,0.01,1.0
523_197,523,197,Concho,0.07,1.0
540_198,540,198,McCulloch,0.2,1.0
572_202,572,202,Lampasas,0.12,1.0
589_204,589,204,Bell,0.46,1.0
605_206,605,206,Robertson,0.48,1.0
622_209,622,209,Leon,0.42,1.0
638_212,638,212,Trinity,0.56,1.0
654_215,654,215,Angelina,0.74,1.0
670_218,670,218,Jasper,1.58,1.0
671_198,671,198,Jasper,0.16,1.0
655_195,655,195,Liberty,0.66,1.0
638_192,638,192,Montgomery,0.54,1.0
622_189,622,189,Brazos,0.08,1.0
605_187,605,187,Burleson,0.51,1.0
589_185,589,185,Williamson,0.83,1.0
572_182,572,182,Travis,0.3,1.0
555_181,555,181,Gillespie,0.11,1.0
539_179,539,179,Kimble,0.13,1.0
522_177,522,177,Sutton,0.11,1.0
505_176,505,176,Sutton,0.01,1.0
488_175,488,175,Crockett,0.0,0.0
472_174,472,174,Terrell,0.0,0.0
455_173,455,173,Pecos,0.0,0.0
438_173,438,173,Brewster,0.0,0.0
421_172,421,172,Presidio,0.0,0.0
405_172,405,172,Presidio,0.0,0.0
425_153,425,153,Presidio,0.0,0.0
442_153,442,153,Brewster,0.0,0.0
459_154,459,154,Brewster,0.0,0.0
492_155,492,155,Val Verde,0.0,0.0
509_157,509,157,Val Verde,0.03,1.0
526_158,526,158,Real,0.03,1.0
543_160,543,160,Bandera,0.18,1.0
560_161,560,161,Kendall,0.26,1.0
577_163,577,163,Hays,0.35,1.0
594_166,594,166,Caldwell,0.21,1.0
611_168,611,168,Colorado,0.29,1.0
628_170,628,170,Waller,0.78,1.0
644_173,644,173,Harris,2.15,2.64705882353
661_176,661,176,Chambers,0.23,1.0
678_179,678,179,Jefferson,0.03,1.0
645_153,645,153,Brazoria,0.3,1.0
628_151,628,151,Wharton,0.26,1.0
611_148,611,148,Jackson,0.99,1.0
594_146,594,146,DeWitt,0.26,1.0
577_144,577,144,Wilson,0.11,1.0
560_142,560,142,Atascosa,0.21,1.0
542_140,542,140,Uvalde,0.0,0.0
525_138,525,138,Kinney,0.0,0.0
530_119,530,119,Dimmit,0.01,1.0
547_120,547,120,La Salle,0.01,1.0
582_124,582,124,Live Oak,0.39,1.0
599_126,599,126,Refugio,0.07,1.0
617_129,617,129,Calhoun,0.02,1.0
599_106,599,106,Nueces,0.01,1.0
581_104,581,104,Jim Wells,0.06,1.0
564_102,564,102,Duval,0.17,1.0
546_100,546,100,Webb,0.0,0.0
551_81,551,81,Zapata,0.02,1.0
569_82,569,82,Jim Hogg,0.0,0.0
587_85,587,85,Kenedy,0.02,1.0
604_66,604,66,Willacy,0.02,1.0
586_64,586,64,Hidalgo,0.03,1.0
568_62,568,62,Starr,0.01,1.0
607_50,607,50,Cameron,0.0,0.0
581_57,581,57,Hidalgo,0.02,1.0
590_58,590,58,Hidalgo,0.0,0.0
599_59,599,59,Cameron,0.0,0.0
608_60,608,60,Cameron,0.0,0.0
604_70,604,70,Willacy,0.01,1.0
595_69,595,69,Willacy,0.0,0.0
586_67,586,67,Hidalgo,0.02,1.0
577_66,577,66,Hidalgo,0.02,1.0
568_65,568,65,Starr,0.02,1.0
561_75,561,75,Zapata,0.03,1.0
570_76,570,76,Jim Hogg,0.0,0.0
579_77,579,77,Brooks,0.03,1.0
588_78,588,78,Kenedy,0.0,0.0
597_79,597,79,Kenedy,0.0,0.0
606_80,606,80,Kenedy,0.0,0.0
601_90,601,90,Kenedy,0.07,1.0
592_89,592,89,Kenedy,0.0,0.0
583_87,583,87,Brooks,0.04,1.0
575_86,575,86,Brooks,0.11,1.0
566_85,566,85,Jim Hogg,0.09,1.0
557_84,557,84,Zapata,0.06,1.0
550_94,550,94,Webb,0.0,0.0
559_95,559,95,Webb,0.18,1.0
568_96,568,96,Duval,0.32,1.0
576_97,576,97,Duval,0.02,1.0
585_98,585,98,Kleberg,0.01,1.0
594_99,594,99,Kleberg,0.02,1.0
603_100,603,100,Kleberg,0.02,1.0
607_111,607,111,Nueces,0.05,1.0
599_110,599,110,San Patricio,0.06,1.0
590_108,590,108,Nueces,0.02,1.0
581_107,581,107,Jim Wells,0.03,1.0
572_106,572,106,Duval,0.29,1.0
564_105,564,105,Duval,0.06,1.0
555_104,555,104,Webb,0.17,1.0
546_104,546,104,Webb,0.0,0.0
537_103,537,103,Webb,0.0,0.0
530_112,530,112,Webb,0.0,0.0
539_113,539,113,Dimmit,0.0,0.0
548_114,548,114,La Salle,0.01,1.0
557_115,557,115,La Salle,0.12,1.0
565_116,565,116,McMullen,0.07,1.0
574_117,574,117,Live Oak,1.13,1.0
583_118,583,118,Live Oak,0.21,1.0
591_119,591,119,Bee,0.03,1.0
600_120,600,120,Refugio,0.0,0.0
609_121,609,121,Aransas,0.06,1.0
618_122,618,122,Calhoun,0.01,1.0
630_134,630,134,Matagorda,0.05,1.0
622_133,622,133,Calhoun,0.06,1.0
613_132,613,132,Calhoun,0.03,1.0
605_130,605,130,Refugio,0.07,1.0
596_129,596,129,Goliad,0.33,1.0
587_128,587,128,Bee,0.19,1.0
579_127,579,127,Live Oak,0.69,1.0
570_126,570,126,McMullen,0.19,1.0
561_125,561,125,McMullen,0.02,1.0
553_124,553,124,La Salle,0.02,1.0
544_123,544,123,Dimmit,0.0,0.0
535_123,535,123,Dimmit,0.0,0.0
527_122,527,122,Dimmit,0.0,0.0
520_131,520,131,Maverick,0.0,0.0
529_132,529,132,Zavala,0.0,0.0
537_133,537,133,Zavala,0.0,0.0
546_134,546,134,Frio,0.02,1.0
555_134,555,134,Frio,0.03,1.0
563_135,563,135,Atascosa,0.03,1.0
572_136,572,136,Atascosa,0.06,1.0
580_137,580,137,Karnes,0.23,1.0
589_138,589,138,Karnes,0.93,1.0
597_140,597,140,Goliad,0.31,1.0
606_141,606,141,Victoria,0.45,1.0
615_142,615,142,Jackson,0.14,1.0
623_143,623,143,Jackson,0.43,1.0
632_145,632,145,Matagorda,0.15,1.0
640_146,640,146,Matagorda,0.07,1.0
653_158,653,158,Brazoria,0.21,1.0
644_157,644,157,Brazoria,0.82,1.0
636_155,636,155,Brazoria,0.21,1.0
627_154,627,154,Wharton,0.34,1.0
619_153,619,153,Wharton,0.58,1.0
610_151,610,151,Lavaca,0.66,1.0
602_150,602,150,DeWitt,0.33,1.0
593_149,593,149,DeWitt,0.31,1.0
585_148,585,148,Wilson,0.13,1.0
576_147,576,147,Wilson,0.15,1.0
568_146,568,146,Bexar,0.23,1.0
559_145,559,145,Atascosa,0.18,1.0
551_144,551,144,Medina,0.04,1.0
542_143,542,143,Uvalde,0.03,1.0
534_142,534,142,Uvalde,0.03,1.0
525_141,525,141,Kinney,0.0,0.0
516_141,516,141,Kinney,0.0,0.0
448_137,448,137,Brewster,0.0,0.0
439_137,439,137,Brewster,0.0,0.0
425_146,425,146,Presidio,0.0,0.0
433_146,433,146,Brewster,0.0,0.0
442_147,442,147,Brewster,0.0,0.0
450_147,450,147,Brewster,0.0,0.0
501_150,501,150,Val Verde,0.05,1.0
510_150,510,150,Kinney,0.02,1.0
518_151,518,151,Kinney,0.02,1.0
535_152,535,152,Uvalde,0.05,1.0
544_153,544,153,Medina,0.01,1.0
552_154,552,154,Medina,0.16,1.0
561_155,561,155,Bexar,0.21,1.0
569_156,569,156,Bexar,0.25,1.0
578_157,578,157,Guadalupe,0.3,1.0
586_158,586,158,Gonzales,0.33,1.0
595_159,595,159,Gonzales,0.14,1.0
603_160,603,160,Lavaca,0.25,1.0
612_161,612,161,Colorado,0.46,1.0
620_163,620,163,Colorado,0.61,1.0
629_164,629,164,Fort Bend,1.69,1.0
646_167,646,167,Brazoria,0.4,1.0
654_168,654,168,Chambers,0.38,1.0
662_170,662,170,Chambers,0.26,1.0
674_182,674,182,Jefferson,0.04,1.0
666_180,666,180,Chambers,0.16,1.0
658_179,658,179,Chambers,0.3,1.0
649_177,649,177,Harris,0.91,1.0
641_176,641,176,Harris,0.99,1.0
633_175,633,175,Harris,0.71,1.0
624_173,624,173,Austin,0.62,1.0
616_172,616,172,Austin,0.3,1.0
608_171,608,171,Fayette,0.17,1.0
599_170,599,170,Fayette,0.16,1.0
591_168,591,168,Caldwell,0.43,1.0
582_167,582,167,Caldwell,0.34,1.0
574_166,574,166,Comal,0.72,1.0
566_165,566,165,Comal,0.14,1.0
557_164,557,164,Kendall,0.25,1.0
549_163,549,163,Kerr,0.07,1.0
540_163,540,163,Bandera,0.05,1.0
532_162,532,162,Real,0.07,1.0
523_161,523,161,Edwards,0.05,1.0
515_160,515,160,Edwards,0.05,1.0
506_160,506,160,Val Verde,0.13,1.0
498_159,498,159,Val Verde,0.03,1.0
489_159,489,159,Val Verde,0.02,1.0
481_158,481,158,Terrell,0.03,1.0
473_158,473,158,Terrell,0.02,1.0
464_157,464,157,Brewster,0.0,0.0
456_157,456,157,Brewster,0.0,0.0
447_157,447,157,Brewster,0.0,0.0
439_156,439,156,Brewster,0.0,0.0
430_156,430,156,Presidio,0.0,0.0
422_156,422,156,Presidio,0.0,0.0
413_156,413,156,Presidio,0.0,0.0
416_166,416,166,Presidio,0.0,0.0
424_166,424,166,Presidio,0.0,0.0
433_166,433,166,Brewster,0.0,0.0
441_166,441,166,Brewster,0.0,0.0
450_166,450,166,Brewster,0.0,0.0
458_167,458,167,Pecos,0.0,0.0
466_167,466,167,Terrell,0.0,0.0
475_168,475,168,Terrell,0.0,0.0
483_168,483,168,Val Verde,0.02,1.0
492_168,492,168,Val Verde,0.03,1.0
500_169,500,169,Val Verde,0.0,0.0
508_170,508,170,Val Verde,0.09,1.0
517_170,517,170,Edwards,0.14,1.0
525_171,525,171,Edwards,0.16,1.0
534_172,534,172,Kerr,0.08,1.0
542_173,542,173,Kerr,0.06,1.0
550_173,550,173,Gillespie,0.02,1.0
559_174,559,174,Gillespie,0.57,1.0
567_175,567,175,Blanco,0.17,1.0
576_176,576,176,Hays,0.33,1.0
584_177,584,177,Travis,0.84,1.0
592_178,592,178,Bastrop,0.29,1.0
601_180,601,180,Lee,0.26,1.0
609_181,609,181,Washington,0.16,1.0
617_182,617,182,Washington,0.26,1.0
626_183,626,183,Waller,0.4,1.0
634_185,634,185,Montgomery,0.48,1.0
642_186,642,186,Montgomery,0.64,1.0
651_188,651,188,Liberty,0.94,1.0
659_189,659,189,Hardin,0.48,1.0
667_191,667,191,Hardin,0.25,1.0
675_192,675,192,Orange,0.15,1.0
679_203,679,203,Newton,0.13,1.0
671_201,671,201,Jasper,0.22,1.0
663_200,663,200,Tyler,0.55,1.0
654_198,654,198,Polk,0.51,1.0
646_197,646,197,San Jacinto,0.49,1.0
638_195,638,195,Walker,0.41,1.0
630_194,630,194,Montgomery,0.23,1.0
621_193,621,193,Grimes,0.16,1.0
613_191,613,191,Burleson,0.35,1.0
605_190,605,190,Burleson,0.49,1.0
596_189,596,189,Milam,0.44,1.0
588_188,588,188,Williamson,0.59,1.0
580_187,580,187,Williamson,0.29,1.0
572_186,572,186,Burnet,0.2,1.0
563_185,563,185,Llano,0.22,1.0
555_184,555,184,Llano,0.27,1.0
547_183,547,183,Mason,0.13,1.0
538_182,538,182,Mason,0.33,1.0
530_181,530,181,Kimble,0.21,1.0
522_180,522,180,Kimble,0.11,1.0
513_180,513,180,Sutton,0.15,1.0
505_179,505,179,Sutton,0.0,0.0
497_179,497,179,Crockett,0.0,0.0
488_178,488,178,Crockett,0.0,0.0
480_178,480,178,Terrell,0.0,0.0
472_177,472,177,Terrell,0.0,0.0
463_177,463,177,Pecos,0.0,0.0
455_176,455,176,Pecos,0.0,0.0
446_176,446,176,Pecos,0.0,0.0
438_176,438,176,Brewster,0.0,0.0
430_176,430,176,Jeff Davis,0.0,0.0
421_175,421,175,Jeff Davis,0.0,0.0
413_175,413,175,Jeff Davis,0.0,0.0
405_175,405,175,Presidio,0.0,0.0
391_185,391,185,Hudspeth,0.0,0.0
399_185,399,185,Hudspeth,0.0,0.0
407_185,407,185,Culberson,0.0,0.0
416_185,416,185,Jeff Davis,0.0,0.0
424_185,424,185,Jeff Davis,0.0,0.0
432_185,432,185,Reeves,0.0,0.0
441_186,441,186,Pecos,0.0,0.0
449_186,449,186,Pecos,0.0,0.0
457_186,457,186,Pecos,0.0,0.0
466_187,466,187,Pecos,0.0,0.0
474_187,474,187,Pecos,0.0,0.0
482_187,482,187,Crockett,0.0,0.0
490_188,490,188,Crockett,0.0,0.0
499_188,499,188,Crockett,0.0,0.0
507_189,507,189,Schleicher,0.0,0.0
515_190,515,190,Schleicher,0.03,1.0
524_190,524,190,Menard,0.15,1.0
532_191,532,191,Menard,0.14,1.0
540_192,540,192,Mason,0.25,1.0
548_193,548,193,Mason,0.42,1.0
557_194,557,194,Llano,0.17,1.0
565_195,565,195,Burnet,0.1,1.0
573_196,573,196,Burnet,0.17,1.0
581_197,581,197,Bell,0.25,1.0
590_198,590,198,Bell,0.34,1.0
598_199,598,199,Milam,0.61,1.0
606_200,606,200,Robertson,0.46,1.0
614_201,614,201,Brazos,0.44,1.0
623_203,623,203,Madison,0.42,1.0
631_204,631,204,Walker,0.46,1.0
639_205,639,205,San Jacinto,1.87,1.0
647_207,647,207,Polk,0.74,1.0
655_208,655,208,Polk,0.71,1.0
663_210,663,210,Tyler,0.64,1.0
672_211,672,211,Jasper,1.07,1.0
680_213,680,213,Newton,0.32,1.0
675_222,675,222,Sabine,0.85,1.0
667_220,667,220,San Augustine,0.66,1.0
659_219,659,219,Angelina,0.43,1.0
651_217,651,217,Angelina,0.65,1.0
643_216,643,216,Trinity,0.47,1.0
635_214,635,214,Houston,0.48,1.0
626_213,626,213,Leon,0.3,1.0
618_212,618,212,Leon,0.36,1.0
610_210,610,210,Robertson,0.33,1.0
602_209,602,209,Falls,0.44,1.0
594_208,594,208,Falls,0.3,1.0
586_207,586,207,Bell,0.24,1.0
577_206,577,206,Coryell,0.18,1.0
569_205,569,205,Lampasas,0.12,1.0
561_204,561,204,Lampasas,0.52,1.0
553_203,553,203,San Saba,0.08,1.0
545_202,545,202,McCulloch,0.19,1.0
536_201,536,201,McCulloch,0.15,1.0
528_201,528,201,Concho,0.12,1.0
520_200,520,200,Tom Green,0.02,1.0
512_199,512,199,Tom Green,0.02,1.0
504_198,504,198,Irion,0.01,1.0
495_198,495,198,Irion,0.02,1.0
487_197,487,197,Reagan,0.02,1.0
479_197,479,197,Upton,0.03,1.0
471_196,471,196,Upton,0.0,0.0
462_196,462,196,Pecos,0.0,0.0
454_196,454,196,Pecos,0.0,0.0
446_195,446,195,Pecos,0.0,0.0
438_195,438,195,Reeves,0.0,0.0
429_195,429,195,Reeves,0.0,0.0
421_195,421,195,Culberson,0.0,0.0
413_195,413,195,Culberson,0.0,0.0
405_195,405,195,Culberson,0.0,0.0
396_195,396,195,Hudspeth,0.0,0.0
388_195,388,195,Hudspeth,0.0,0.0
374_205,374,205,El Paso,0.0,0.0
383_204,383,204,Hudspeth,0.0,0.0
391_204,391,204,Hudspeth,0.0,0.0
399_204,399,204,Hudspeth,0.0,0.0
407_204,407,204,Culberson,0.0,0.0
415_204,415,204,Culberson,0.0,0.0
424_205,424,205,Reeves,0.0,0.0
432_205,432,205,Reeves,0.0,0.0
440_205,440,205,Ward,0.0,0.0
448_205,448,205,Ward,0.0,0.0
456_205,456,205,Crane,0.0,0.0
465_206,465,206,Crane,0.02,1.0
473_206,473,206,Upton,0.03,1.0
481_207,481,207,Reagan,0.02,1.0
489_207,489,207,Reagan,0.02,1.0
497_208,497,208,Sterling,0.1,1.0
506_208,506,208,Tom Green,0.05,1.0
514_209,514,209,Tom Green,0.05,1.0
522_210,522,210,Concho,0.04,1.0
530_210,530,210,Concho,0.05,1.0
538_211,538,211,Coleman,0.17,1.0
546_212,546,212,Brown,0.09,1.0
555_213,555,213,Mills,0.18,1.0
563_214,563,214,Hamilton,0.19,1.0
571_215,571,215,Hamilton,0.13,1.0
579_216,579,216,Coryell,0.11,1.0
587_217,587,217,McLennan,0.27,1.0
595_218,595,218,McLennan,0.3,1.0
603_219,603,219,Limestone,0.24,1.0
611_220,611,220,Freestone,0.67,1.0
620_222,620,222,Freestone,0.34,1.0
628_223,628,223,Anderson,0.25,1.0
636_224,636,224,Houston,0.46,1.0
644_226,644,226,Cherokee,0.37,1.0
652_227,652,227,Nacogdoches,0.52,1.0
660_229,660,229,San Augustine,0.59,1.0
668_230,668,230,Sabine,0.53,1.0
663_239,663,239,Shelby,0.43,1.0
655_238,655,238,Shelby,0.37,1.0
647_236,647,236,Rusk,0.37,1.0
639_235,639,235,Cherokee,0.28,1.0
631_233,631,233,Anderson,0.63,1.0
623_232,623,232,Anderson,0.41,1.0
615_231,615,231,Freestone,0.28,1.0
607_229,607,229,Navarro,0.4,1.0
599_228,599,228,Navarro,0.32,1.0
591_227,591,227,Hill,0.18,1.0
583_226,583,226,Bosque,0.1,1.0
575_225,575,225,Bosque,0.15,1.0
567_224,567,224,Hamilton,0.16,1.0
559_223,559,223,Comanche,0.17,1.0
551_222,551,222,Comanche,0.11,1.0
543_221,543,221,Brown,0.12,1.0
535_220,535,220,Coleman,0.1,1.0
526_220,526,220,Runnels,0.07,1.0
518_219,518,219,Runnels,0.1,1.0
510_218,510,218,Coke,0.05,1.0
502_218,502,218,Coke,0.04,1.0
494_217,494,217,Sterling,0.0,0.0
486_217,486,217,Glasscock,0.03,1.0
478_216,478,216,Midland,0.04,1.0
470_216,470,216,Midland,0.03,1.0
461_215,461,215,Ector,0.02,1.0
453_215,453,215,Winkler,0.0,0.0
445_215,445,215,Winkler,0.0,0.0
437_214,437,214,Loving,0.0,0.0
429_214,429,214,Loving,0.0,0.0
421_214,421,214,Culberson,0.0,0.0
413_214,413,214,Culberson,0.0,0.0
405_214,405,214,Culberson,0.0,0.0
396_214,396,214,Hudspeth,0.0,0.0
388_214,388,214,Hudspeth,0.0,0.0
380_214,380,214,Hudspeth,0.0,0.0
372_214,372,214,El Paso,0.0,0.0
364_214,364,214,El Paso,0.0,0.0
448_224,448,224,Andrews,0.0,0.0
456_225,456,225,Andrews,0.0,0.0
464_225,464,225,Andrews,0.0,0.0
472_225,472,225,Martin,0.04,1.0
480_226,480,226,Howard,0.02,1.0
488_226,488,226,Howard,0.02,1.0
496_227,496,227,Mitchell,0.05,1.0
504_227,504,227,Mitchell,0.17,1.0
512_228,512,228,Nolan,0.01,1.0
520_229,520,229,Taylor,0.03,1.0
528_229,528,229,Taylor,0.09,1.0
536_230,536,230,Callahan,0.12,1.0
544_231,544,231,Eastland,0.09,1.0
552_232,552,232,Eastland,0.11,1.0
560_233,560,233,Erath,0.1,1.0
568_234,568,234,Erath,0.05,1.0
576_235,576,235,Somervell,0.1,1.0
585_236,585,236,Johnson,0.13,1.0
593_237,593,237,Ellis,0.2,1.0
601_238,601,238,Ellis,0.25,1.0
609_239,609,239,Navarro,0.47,1.0
617_241,617,241,Henderson,0.32,1.0
624_242,624,242,Henderson,0.41,1.0
632_243,632,243,Smith,0.43,1.0
640_245,640,245,Rusk,0.59,1.0
648_246,648,246,Rusk,0.51,1.0
656_248,656,248,Panola,0.33,1.0
660_258,660,258,Harrison,0.66,1.0
652_256,652,256,Harrison,0.64,1.0
644_255,644,255,Gregg,0.37,1.0
636_254,636,254,Upshur,0.34,1.0
628_252,628,252,Smith,0.73,1.0
620_251,620,251,Van Zandt,0.3,1.0
612_250,612,250,Kaufman,0.41,1.0
604_248,604,248,Kaufman,0.26,1.0
597_247,597,247,Dallas,0.16,1.0
589_246,589,246,Tarrant,0.12,1.0
581_245,581,245,Tarrant,0.08,1.0
573_244,573,244,Parker,0.06,1.0
565_243,565,243,Palo Pinto,0.11,1.0
557_242,557,242,Palo Pinto,0.11,1.0
549_241,549,241,Stephens,0.13,1.0
541_240,541,240,Shackelford,0.1,1.0
533_239,533,239,Shackelford,0.12,1.0
525_239,525,239,Jones,0.05,1.0
517_238,517,238,Jones,0.07,1.0
509_237,509,237,Fisher,0.07,1.0
501_237,501,237,Scurry,0.07,1.0
493_236,493,236,Scurry,0.05,1.0
485_236,485,236,Borden,0.05,1.0
477_235,477,235,Dawson,0.03,1.0
469_235,469,235,Dawson,0.11,1.0
461_234,461,234,Gaines,0.0,0.0
453_234,453,234,Gaines,0.0,0.0
447_243,447,243,Gaines,0.01,1.0
455_244,455,244,Gaines,0.02,1.0
463_244,463,244,Gaines,0.01,1.0
471_244,471,244,Dawson,0.08,1.0
479_245,479,245,Borden,0.07,1.0
487_245,487,245,Borden,0.08,1.0
495_246,495,246,Scurry,0.07,1.0
503_246,503,246,Scurry,0.07,1.0
511_247,511,247,Fisher,0.11,1.0
519_248,519,248,Jones,0.11,1.0
527_248,527,248,Jones,0.09,1.0
534_249,534,249,Shackelford,0.1,1.0
542_250,542,250,Stephens,0.16,1.0
550_251,550,251,Stephens,0.11,1.0
558_252,558,252,Palo Pinto,0.08,1.0
566_253,566,253,Parker,0.09,1.0
574_254,574,254,Parker,0.09,1.0
582_255,582,255,Tarrant,0.08,1.0
590_256,590,256,Dallas,0.12,1.0
598_257,598,257,Dallas,0.16,1.0
606_258,606,258,Hunt,0.22,1.0
614_259,614,259,Rains,0.26,1.0
621_261,621,261,Wood,0.25,1.0
629_262,629,262,Wood,0.4,1.0
637_263,637,263,Upshur,0.31,1.0
645_265,645,265,Cass,0.2,1.0
653_266,653,266,Cass,0.29,1.0
656_277,656,277,Cass,0.33,1.0
648_275,648,275,Cass,0.85,1.0
641_274,641,274,Morris,0.24,1.0
633_272,633,272,Titus,0.32,1.0
625_271,625,271,Hopkins,0.34,1.0
617_270,617,270,Hopkins,0.14,1.0
609_268,609,268,Hunt,0.18,1.0
602_267,602,267,Collin,0.2,1.0
594_266,594,266,Collin,0.1,1.0
586_265,586,265,Denton,0.11,1.0
578_264,578,264,Wise,0.1,1.0
570_263,570,263,Wise,0.07,1.0
562_262,562,262,Jack,0.1,1.0
555_261,555,261,Jack,0.1,1.0
547_260,547,260,Young,0.16,1.0
539_259,539,259,Throckmorton,0.12,1.0
531_258,531,258,Throckmorton,0.06,1.0
523_258,523,258,Haskell,0.15,1.0
515_257,515,257,Stonewall,0.1,1.0
507_256,507,256,Stonewall,0.12,1.0
499_256,499,256,Kent,0.05,1.0
491_255,491,255,Garza,0.07,1.0
484_255,484,255,Garza,0.06,1.0
476_254,476,254,Lynn,0.16,1.0
468_254,468,254,Terry,0.02,1.0
460_253,460,253,Terry,0.02,1.0
452_253,452,253,Yoakum,0.02,1.0
454_263,454,263,Cochran,0.04,1.0
462_263,462,263,Hockley,0.01,1.0
470_263,470,263,Lubbock,0.06,1.0
478_264,478,264,Lubbock,0.09,1.0
486_264,486,264,Crosby,0.09,1.0
493_265,493,265,Dickens,0.09,1.0
501_265,501,265,Dickens,0.16,1.0
509_266,509,266,King,0.05,1.0
517_267,517,267,King,0.07,1.0
