hrap_id,hrapx,hrapy,county,max_win_pt,return_period
611_186,611,186,Burleson,0.7,1.0
612_185,612,185,Burleson,0.38,1.0
611_185,611,185,Burleson,0.54,1.0
610_185,610,185,Burleson,0.75,1.0
612_184,612,184,Washington,0.29,1.0
610_184,610,184,Burleson,0.5,1.0
612_183,612,183,Washington,0.21,1.0
611_183,611,183,Washington,0.26,1.0
615_186,615,186,Burleson,0.2,1.0
614_186,614,186,Burleson,0.27,1.0
613_186,613,186,Burleson,0.42,1.0
615_185,615,185,Washington,0.2,1.0
613_185,613,185,Burleson,0.3,1.0
615_184,615,184,Washington,0.14,1.0
614_184,614,184,Washington,0.17,1.0
613_184,613,184,Washington,0.22,1.0
618_186,618,186,Washington,0.14,1.0
617_186,617,186,Washington,0.18,1.0
616_186,616,186,Washington,0.17,1.0
618_185,618,185,Washington,0.18,1.0
616_185,616,185,Washington,0.14,1.0
618_184,618,184,Washington,0.21,1.0
617_184,617,184,Washington,0.18,1.0
616_184,616,184,Washington,0.15,1.0
620_187,620,187,Washington,0.15,1.0
619_187,619,187,Brazos,0.13,1.0
618_187,618,187,Brazos,0.16,1.0
619_186,619,186,Washington,0.17,1.0
621_185,621,185,Washington,0.29,1.0
620_185,620,185,Washington,0.23,1.0
619_185,619,185,Washington,0.19,1.0
619_184,619,184,Washington,0.23,1.0
623_187,623,187,Grimes,0.26,1.0
622_187,622,187,Grimes,0.2,1.0
621_187,621,187,Grimes,0.16,1.0
623_186,623,186,Grimes,0.32,1.0
621_186,621,186,Grimes,0.22,1.0
623_185,623,185,Grimes,0.36,1.0
622_185,622,185,Washington,0.35,1.0
626_188,626,188,Grimes,0.6,1.0
625_188,625,188,Grimes,0.5,1.0
624_188,624,188,Grimes,0.21,1.0
626_187,626,187,Grimes,0.34,1.0
624_187,624,187,Grimes,0.26,1.0
626_186,626,186,Grimes,0.35,1.0
625_186,625,186,Grimes,0.39,1.0
624_186,624,186,Grimes,0.34,1.0
625_185,625,185,Grimes,0.41,1.0
624_185,624,185,Grimes,0.4,1.0
629_188,629,188,Grimes,0.25,1.0
628_188,628,188,Grimes,0.28,1.0
627_188,627,188,Grimes,0.25,1.0
629_187,629,187,Grimes,0.28,1.0
627_187,627,187,Grimes,0.28,1.0
629_186,629,186,Grimes,0.3,1.0
628_186,628,186,Grimes,0.32,1.0
627_186,627,186,Grimes,0.32,1.0
631_189,631,189,Montgomery,0.52,1.0
631_188,631,188,Montgomery,0.68,1.0
630_188,630,188,Montgomery,0.56,1.0
632_187,632,187,Montgomery,0.53,1.0
630_187,630,187,Montgomery,0.59,1.0
631_186,631,186,Montgomery,0.64,1.0
630_186,630,186,Montgomery,0.37,1.0
634_189,634,189,Montgomery,0.33,1.0
633_189,633,189,Montgomery,0.34,1.0
632_189,632,189,Montgomery,0.43,1.0
634_188,634,188,Montgomery,0.38,1.0
632_188,632,188,Montgomery,0.54,1.0
634_187,634,187,Montgomery,0.49,1.0
633_187,633,187,Montgomery,0.39,1.0
637_190,637,190,Montgomery,0.51,1.0
637_189,637,189,Montgomery,0.49,1.0
636_189,636,189,Montgomery,0.48,1.0
635_189,635,189,Montgomery,0.41,1.0
637_188,637,188,Montgomery,0.52,1.0
635_188,635,188,Montgomery,0.48,1.0
637_187,637,187,Montgomery,0.59,1.0
636_187,636,187,Montgomery,0.54,1.0
635_187,635,187,Montgomery,0.52,1.0
640_190,640,190,Montgomery,0.48,1.0
639_190,639,190,Montgomery,0.48,1.0
638_190,638,190,Montgomery,0.49,1.0
640_189,640,189,Montgomery,0.51,1.0
638_189,638,189,Montgomery,0.5,1.0
640_188,640,188,Montgomery,0.47,1.0
639_188,639,188,Montgomery,0.51,1.0
638_188,638,188,Montgomery,0.53,1.0
642_191,642,191,Montgomery,0.5,1.0
642_190,642,190,Montgomery,0.54,1.0
641_190,641,190,Montgomery,0.48,1.0
643_189,643,189,Montgomery,0.72,1.0
641_189,641,189,Montgomery,0.53,1.0
643_188,643,188,Montgomery,0.68,1.0
642_188,642,188,Montgomery,0.64,1.0
641_188,641,188,Montgomery,0.56,1.0
645_191,645,191,San Jacinto,0.59,1.0
644_191,644,191,San Jacinto,0.76,1.0
643_191,643,191,San Jacinto,0.64,1.0
645_190,645,190,Montgomery,0.55,1.0
643_190,643,190,Montgomery,0.72,1.0
646_189,646,189,Liberty,0.51,1.0
645_189,645,189,Montgomery,0.5,1.0
644_189,644,189,Montgomery,0.67,1.0
648_192,648,192,Liberty,0.61,1.0
648_191,648,191,Liberty,0.61,1.0
647_191,647,191,Liberty,0.45,1.0
646_191,646,191,Liberty,0.48,1.0
648_190,648,190,Liberty,0.61,1.0
646_190,646,190,Liberty,0.48,1.0
648_189,648,189,Liberty,0.65,1.0
647_189,647,189,Liberty,0.49,1.0
651_192,651,192,Liberty,0.69,1.0
650_192,650,192,Liberty,0.77,1.0
649_192,649,192,Liberty,0.79,1.0
651_191,651,191,Liberty,0.73,1.0
649_191,649,191,Liberty,0.77,1.0
651_190,651,190,Liberty,0.71,1.0
650_190,650,190,Liberty,0.7,1.0
649_190,649,190,Liberty,0.83,1.0
649_189,649,189,Liberty,0.8,1.0
654_192,654,192,Liberty,0.71,1.0
653_192,653,192,Liberty,0.65,1.0
652_192,652,192,Liberty,0.6,1.0
654_191,654,191,Liberty,0.74,1.0
652_191,652,191,Liberty,0.67,1.0
654_190,654,190,Liberty,0.73,1.0
653_190,653,190,Liberty,0.72,1.0
652_190,652,190,Liberty,0.81,1.0
656_193,656,193,Liberty,0.69,1.0
655_193,655,193,Liberty,0.6,1.0
654_193,654,193,Liberty,0.77,1.0
656_192,656,192,Liberty,0.58,1.0
657_191,657,191,Liberty,0.57,1.0
656_191,656,191,Liberty,0.63,1.0
655_191,655,191,Liberty,0.67,1.0
655_190,655,190,Liberty,0.7,1.0
659_194,659,194,Hardin,0.9,1.0
659_193,659,193,Hardin,1.02,1.0
658_193,658,193,Hardin,0.53,1.0
657_193,657,193,Hardin,0.49,1.0
659_192,659,192,Hardin,0.63,1.0
657_192,657,192,Liberty,0.54,1.0
659_191,659,191,Hardin,0.43,1.0
658_191,658,191,Hardin,1.1,1.0
662_194,662,194,Hardin,0.4,1.0
661_194,661,194,Hardin,0.67,1.0
660_194,660,194,Hardin,1.09,1.0
662_193,662,193,Hardin,0.41,1.0
660_193,660,193,Hardin,0.77,1.0
662_192,662,192,Hardin,0.46,1.0
661_192,661,192,Hardin,0.34,1.0
660_192,660,192,Hardin,0.43,1.0
660_191,660,191,Hardin,0.38,1.0
665_194,665,194,Hardin,0.44,1.0
664_194,664,194,Hardin,0.45,1.0
663_194,663,194,Hardin,0.51,1.0
665_193,665,193,Hardin,0.41,1.0
663_193,663,193,Hardin,0.47,1.0
665_192,665,192,Hardin,0.36,1.0
664_192,664,192,Hardin,0.39,1.0
663_192,663,192,Hardin,0.42,1.0
667_195,667,195,Hardin,0.48,1.0
666_195,666,195,Hardin,0.37,1.0
665_195,665,195,Hardin,0.43,1.0
666_194,666,194,Hardin,0.39,1.0
668_193,668,193,Hardin,0.27,1.0
667_193,667,193,Hardin,0.4,1.0
666_193,666,193,Hardin,0.4,1.0
670_196,670,196,Hardin,0.18,1.0
670_195,670,195,Hardin,0.18,1.0
669_195,669,195,Hardin,0.25,1.0
668_195,668,195,Hardin,0.35,1.0
670_194,670,194,Hardin,0.18,1.0
668_194,668,194,Hardin,0.31,1.0
670_193,670,193,Hardin,0.18,1.0
669_193,669,193,Hardin,0.22,1.0
673_196,673,196,Jasper,0.11,1.0
672_196,672,196,Jasper,0.14,1.0
671_196,671,196,Jasper,0.12,1.0
673_195,673,195,Jasper,0.1,1.0
671_195,671,195,Hardin,0.16,1.0
673_194,673,194,Jasper,0.11,1.0
672_194,672,194,Jasper,0.13,1.0
671_194,671,194,Hardin,0.16,1.0
671_193,671,193,Hardin,0.14,1.0
675_197,675,197,Jasper,0.09,1.0
676_196,676,196,Jasper,0.06,1.0
675_196,675,196,Jasper,0.08,1.0
674_196,674,196,Jasper,0.09,1.0
676_195,676,195,Jasper,0.07,1.0
674_195,674,195,Jasper,0.08,1.0
676_194,676,194,Jasper,0.08,1.0
675_194,675,194,Jasper,0.09,1.0
674_194,674,194,Jasper,0.09,1.0
678_197,678,197,Newton,0.11,1.0
677_197,677,197,Newton,0.07,1.0
676_197,676,197,Jasper,0.09,1.0
677_196,677,196,Newton,0.06,1.0
679_195,679,195,Newton,0.08,1.0
678_195,678,195,Newton,0.05,1.0
677_195,677,195,Newton,0.06,1.0
679_197,679,197,Newton,0.07,1.0
679_196,679,196,Newton,0.11,1.0
681_195,681,195,Newton,0.04,1.0
680_195,680,195,Newton,0.07,1.0
679_201,679,201,Newton,0.11,1.0
679_200,679,200,Newton,0.09,1.0
679_199,679,199,Newton,0.07,1.0
679_198,679,198,Newton,0.05,1.0
678_200,678,200,Newton,0.12,1.0
677_200,677,200,Newton,0.13,1.0
676_200,676,200,Newton,0.15,1.0
678_199,678,199,Newton,0.09,1.0
676_199,676,199,Newton,0.16,1.0
678_198,678,198,Newton,0.08,1.0
677_198,677,198,Newton,0.1,1.0
676_198,676,198,Newton,0.11,1.0
675_200,675,200,Jasper,0.13,1.0
674_200,674,200,Jasper,0.13,1.0
675_199,675,199,Jasper,0.13,1.0
673_199,673,199,Jasper,0.12,1.0
675_198,675,198,Jasper,0.11,1.0
674_198,674,198,Jasper,0.12,1.0
673_198,673,198,Jasper,0.13,1.0
674_197,674,197,Jasper,0.1,1.0
672_199,672,199,Jasper,0.13,1.0
671_199,671,199,Jasper,0.15,1.0
670_199,670,199,Hardin,0.2,1.0
672_198,672,198,Jasper,0.16,1.0
670_198,670,198,Hardin,0.18,1.0
673_197,673,197,Jasper,0.12,1.0
672_197,672,197,Jasper,0.15,1.0
671_197,671,197,Jasper,0.16,1.0
669_199,669,199,Hardin,0.49,1.0
668_199,668,199,Hardin,0.45,1.0
669_198,669,198,Hardin,0.34,1.0
668_198,668,198,Hardin,0.45,1.0
670_197,670,197,Hardin,0.18,1.0
668_197,668,197,Hardin,0.43,1.0
669_196,669,196,Hardin,0.25,1.0
668_196,668,196,Hardin,0.4,1.0
667_198,667,198,Hardin,0.4,1.0
666_198,666,198,Hardin,0.39,1.0
665_198,665,198,Hardin,0.37,1.0
667_197,667,197,Hardin,0.4,1.0
665_197,665,197,Hardin,0.39,1.0
667_196,667,196,Hardin,0.41,1.0
666_196,666,196,Hardin,0.36,1.0
665_196,665,196,Hardin,0.42,1.0
664_198,664,198,Hardin,0.36,1.0
663_198,663,198,Hardin,0.41,1.0
664_197,664,197,Hardin,0.34,1.0
663_197,663,197,Hardin,0.36,1.0
662_197,662,197,Hardin,0.45,1.0
664_196,664,196,Hardin,0.4,1.0
662_196,662,196,Hardin,0.53,1.0
664_195,664,195,Hardin,0.44,1.0
663_195,663,195,Hardin,0.43,1.0
661_197,661,197,Hardin,0.5,1.0
660_197,660,197,Hardin,0.42,1.0
659_197,659,197,Hardin,0.39,1.0
661_196,661,196,Hardin,0.69,1.0
659_196,659,196,Hardin,0.45,1.0
662_195,662,195,Hardin,0.56,1.0
661_195,661,195,Hardin,0.85,1.0
660_195,660,195,Hardin,1.04,1.0
658_197,658,197,Polk,0.4,1.0
658_196,658,196,Hardin,0.43,1.0
657_196,657,196,Hardin,0.4,1.0
659_195,659,195,Hardin,0.5,1.0
657_195,657,195,Hardin,0.48,1.0
658_194,658,194,Hardin,0.48,1.0
657_194,657,194,Hardin,0.47,1.0
656_196,656,196,Hardin,0.48,1.0
655_196,655,196,Liberty,0.67,1.0
654_196,654,196,Liberty,0.81,1.0
656_195,656,195,Hardin,0.51,1.0
654_195,654,195,Liberty,0.88,1.0
656_194,656,194,Liberty,0.54,1.0
655_194,655,194,Liberty,0.64,1.0
654_194,654,194,Liberty,0.78,1.0
653_196,653,196,Polk,0.47,1.0
652_196,652,196,Polk,0.47,1.0
653_195,653,195,Liberty,0.54,1.0
652_195,652,195,Liberty,0.48,1.0
651_195,651,195,San Jacinto,0.58,1.0
653_194,653,194,Liberty,0.48,1.0
651_194,651,194,Liberty,0.62,1.0
653_193,653,193,Liberty,0.57,1.0
652_193,652,193,Liberty,0.49,1.0
651_193,651,193,Liberty,0.59,1.0
650_195,650,195,San Jacinto,0.62,1.0
649_195,649,195,San Jacinto,0.63,1.0
648_195,648,195,San Jacinto,0.6,1.0
650_194,650,194,Liberty,0.7,1.0
648_194,648,194,San Jacinto,0.63,1.0
650_193,650,193,Liberty,0.73,1.0
649_193,649,193,Liberty,0.69,1.0
647_195,647,195,San Jacinto,0.64,1.0
647_194,647,194,San Jacinto,0.58,1.0
646_194,646,194,San Jacinto,0.68,1.0
648_193,648,193,San Jacinto,0.63,1.0
646_193,646,193,San Jacinto,0.61,1.0
647_192,647,192,San Jacinto,0.5,1.0
646_192,646,192,San Jacinto,0.58,1.0
645_194,645,194,San Jacinto,0.7,1.0
644_194,644,194,San Jacinto,0.56,1.0
643_194,643,194,San Jacinto,0.49,1.0
645_193,645,193,San Jacinto,0.69,1.0
643_193,643,193,San Jacinto,0.5,1.0
645_192,645,192,San Jacinto,0.66,1.0
644_192,644,192,San Jacinto,0.67,1.0
643_192,643,192,San Jacinto,0.54,1.0
642_194,642,194,San Jacinto,0.59,1.0
641_194,641,194,San Jacinto,0.49,1.0
642_193,642,193,San Jacinto,0.57,1.0
640_193,640,193,San Jacinto,0.47,1.0
642_192,642,192,San Jacinto,0.52,1.0
641_192,641,192,San Jacinto,0.51,1.0
640_192,640,192,Montgomery,0.49,1.0
641_191,641,191,Montgomery,0.51,1.0
640_191,640,191,Montgomery,0.49,1.0
639_193,639,193,Montgomery,0.49,1.0
638_193,638,193,Montgomery,0.53,1.0
637_193,637,193,Montgomery,0.43,1.0
639_192,639,192,Montgomery,0.48,1.0
637_192,637,192,Montgomery,0.5,1.0
639_191,639,191,Montgomery,0.47,1.0
638_191,638,191,Montgomery,0.45,1.0
636_193,636,193,Montgomery,0.54,1.0
635_193,635,193,Montgomery,0.47,1.0
635_192,635,192,Montgomery,0.42,1.0
637_191,637,191,Montgomery,0.51,1.0
636_191,636,191,Montgomery,0.38,1.0
635_191,635,191,Montgomery,0.33,1.0
636_190,636,190,Montgomery,0.47,1.0
635_190,635,190,Montgomery,0.39,1.0
634_192,634,192,Montgomery,0.36,1.0
633_192,633,192,Montgomery,0.33,1.0
632_192,632,192,Montgomery,0.35,1.0
634_191,634,191,Montgomery,0.36,1.0
632_191,632,191,Montgomery,0.47,1.0
634_190,634,190,Montgomery,0.32,1.0
633_190,633,190,Montgomery,0.37,1.0
632_190,632,190,Montgomery,0.45,1.0
631_192,631,192,Montgomery,0.23,1.0
630_192,630,192,Montgomery,0.2,1.0
629_192,629,192,Montgomery,0.33,1.0
631_191,631,191,Montgomery,0.31,1.0
629_191,629,191,Montgomery,0.3,1.0
631_190,631,190,Montgomery,0.49,1.0
630_190,630,190,Montgomery,0.26,1.0
629_190,629,190,Montgomery,0.25,1.0
630_189,630,189,Montgomery,0.46,1.0
629_189,629,189,Montgomery,0.27,1.0
628_191,628,191,Grimes,0.24,1.0
627_191,627,191,Grimes,0.47,1.0
626_191,626,191,Grimes,0.6,1.0
628_190,628,190,Grimes,0.21,1.0
626_190,626,190,Grimes,0.64,1.0
628_189,628,189,Grimes,0.23,1.0
627_189,627,189,Grimes,0.31,1.0
625_191,625,191,Grimes,0.13,1.0
624_191,624,191,Grimes,0.11,1.0
623_191,623,191,Grimes,0.1,1.0
624_190,624,190,Grimes,0.12,1.0
626_189,626,189,Grimes,0.74,1.0
625_189,625,189,Grimes,0.41,1.0
624_189,624,189,Grimes,0.13,1.0
622_191,622,191,Grimes,0.17,1.0
623_190,623,190,Grimes,0.08,1.0
622_190,622,190,Grimes,0.12,1.0
621_190,621,190,Grimes,0.13,1.0
623_189,623,189,Grimes,0.1,1.0
621_189,621,189,Brazos,0.12,1.0
623_188,623,188,Grimes,0.16,1.0
622_188,622,188,Grimes,0.14,1.0
621_188,621,188,Brazos,0.13,1.0
620_190,620,190,Brazos,0.14,1.0
619_190,619,190,Brazos,0.21,1.0
618_190,618,190,Brazos,0.22,1.0
620_189,620,189,Brazos,0.11,1.0
618_189,618,189,Brazos,0.25,1.0
620_188,620,188,Brazos,0.13,1.0
619_188,619,188,Brazos,0.13,1.0
618_188,618,188,Brazos,0.19,1.0
617_190,617,190,Brazos,0.21,1.0
616_190,616,190,Brazos,0.26,1.0
617_189,617,189,Brazos,0.22,1.0
616_189,616,189,Brazos,0.2,1.0
615_189,615,189,Burleson,0.24,1.0
617_188,617,188,Burleson,0.28,1.0
615_188,615,188,Burleson,0.25,1.0
617_187,617,187,Brazos,0.23,1.0
616_187,616,187,Burleson,0.21,1.0
614_189,614,189,Burleson,0.36,1.0
613_189,613,189,Burleson,0.38,1.0
612_189,612,189,Burleson,0.41,1.0
613_188,613,188,Burleson,0.37,1.0
615_187,615,187,Burleson,0.23,1.0
614_187,614,187,Burleson,0.31,1.0
613_187,613,187,Burleson,0.46,1.0
611_189,611,189,Burleson,0.32,1.0
610_189,610,189,Burleson,0.31,1.0
612_188,612,188,Burleson,0.42,1.0
610_188,610,188,Burleson,0.42,1.0
612_187,612,187,Burleson,0.54,1.0
611_187,611,187,Burleson,0.73,1.0
610_187,610,187,Burleson,0.66,1.0
610_186,610,186,Burleson,0.75,1.0
609_189,609,189,Burleson,0.27,1.0
609_188,609,188,Burleson,0.33,1.0
608_188,608,188,Burleson,0.28,1.0
607_188,607,188,Burleson,0.44,1.0
609_187,609,187,Burleson,0.43,1.0
607_187,607,187,Burleson,0.34,1.0
609_186,609,186,Burleson,0.59,1.0
608_186,608,186,Burleson,0.37,1.0
607_186,607,186,Burleson,0.29,1.0
606_188,606,188,Burleson,0.47,1.0
605_188,605,188,Burleson,0.52,1.0
604_188,604,188,Burleson,0.58,1.0
606_187,606,187,Burleson,0.41,1.0
604_187,604,187,Burleson,0.58,1.0
606_186,606,186,Burleson,0.37,1.0
605_186,605,186,Burleson,0.49,1.0
604_186,604,186,Burleson,0.61,1.0
603_188,603,188,Burleson,0.49,1.0
602_188,602,188,Burleson,0.4,1.0
603_187,603,187,Burleson,0.56,1.0
602_187,602,187,Burleson,0.43,1.0
601_187,601,187,Lee,0.36,1.0
603_186,603,186,Lee,0.58,1.0
603_185,603,185,Lee,0.61,1.0
602_185,602,185,Lee,0.56,1.0
600_187,600,187,Lee,0.31,1.0
599_187,599,187,Lee,0.46,1.0
601_186,601,186,Lee,0.4,1.0
599_186,599,186,Lee,0.38,1.0
601_185,601,185,Lee,0.51,1.0
600_185,600,185,Lee,0.41,1.0
599_185,599,185,Lee,0.34,1.0
598_187,598,187,Lee,0.55,1.0
597_187,597,187,Lee,0.45,1.0
596_187,596,187,Milam,0.44,1.0
598_186,598,186,Lee,0.58,1.0
596_186,596,186,Lee,0.4,1.0
598_185,598,185,Lee,0.53,1.0
597_185,597,185,Lee,0.52,1.0
596_185,596,185,Lee,0.44,1.0
596_184,596,184,Lee,0.45,1.0
595_187,595,187,Milam,0.43,1.0
595_186,595,186,Williamson,0.47,1.0
594_186,594,186,Williamson,0.4,1.0
593_186,593,186,Williamson,0.43,1.0
595_185,595,185,Lee,0.41,1.0
593_185,593,185,Williamson,0.34,1.0
595_184,595,184,Lee,0.48,1.0
594_184,594,184,Lee,0.41,1.0
593_184,593,184,Lee,0.51,1.0
592_186,592,186,Williamson,0.57,1.0
591_186,591,186,Williamson,0.6,1.0
590_186,590,186,Williamson,0.7,1.0
592_185,592,185,Williamson,0.45,1.0
590_185,590,185,Williamson,0.64,1.0
592_184,592,184,Lee,0.37,1.0
591_184,591,184,Williamson,0.38,1.0
589_186,589,186,Williamson,0.91,1.0
588_186,588,186,Williamson,0.7,1.0
588_185,588,185,Williamson,0.71,1.0
590_184,590,184,Travis,0.47,1.0
589_184,589,184,Travis,0.68,1.0
588_184,588,184,Travis,0.65,1.0
589_183,589,183,Travis,0.5,1.0
588_183,588,183,Travis,0.61,1.0
587_185,587,185,Travis,0.68,1.0
586_185,586,185,Travis,0.75,1.0
585_185,585,185,Travis,0.68,1.0
587_184,587,184,Travis,0.64,1.0
585_184,585,184,Travis,0.7,1.0
587_183,587,183,Travis,0.53,1.0
586_183,586,183,Travis,0.58,1.0
585_183,585,183,Travis,0.73,1.0
584_185,584,185,Travis,0.52,1.0
583_185,583,185,Williamson,0.59,1.0
582_185,582,185,Williamson,0.73,1.0
584_184,584,184,Travis,0.58,1.0
582_184,582,184,Travis,0.69,1.0
584_183,584,183,Travis,0.57,1.0
583_183,583,183,Travis,0.48,1.0
582_183,582,183,Travis,0.5,1.0
581_185,581,185,Williamson,0.6,1.0
580_185,580,185,Williamson,0.44,1.0
581_184,581,184,Williamson,0.79,1.0
580_184,580,184,Williamson,0.72,1.0
579_184,579,184,Williamson,0.53,1.0
581_183,581,183,Travis,0.73,1.0
579_183,579,183,Travis,0.68,1.0
581_182,581,182,Travis,0.39,1.0
580_182,580,182,Travis,0.68,1.0
578_184,578,184,Travis,0.38,1.0
577_184,577,184,Travis,0.21,1.0
577_183,577,183,Travis,0.32,1.0
579_182,579,182,Travis,0.91,1.0
578_182,578,182,Travis,0.63,1.0
577_182,577,182,Travis,0.43,1.0
576_184,576,184,Travis,0.2,1.0
575_184,575,184,Travis,0.22,1.0
574_184,574,184,Travis,0.23,1.0
576_183,576,183,Travis,0.19,1.0
574_183,574,183,Travis,0.23,1.0
576_182,576,182,Travis,0.33,1.0
575_182,575,182,Travis,0.22,1.0
574_182,574,182,Travis,0.27,1.0
573_184,573,184,Travis,0.34,1.0
572_184,572,184,Travis,0.3,1.0
573_183,573,183,Travis,0.23,1.0
572_183,572,183,Burnet,0.33,1.0
571_183,571,183,Burnet,0.29,1.0
573_182,573,182,Travis,0.18,1.0
571_182,571,182,Burnet,0.27,1.0
573_181,573,181,Travis,0.19,1.0
572_181,572,181,Travis,0.2,1.0
571_181,571,181,Blanco,0.25,1.0
570_183,570,183,Burnet,0.18,1.0
569_183,569,183,Burnet,0.12,1.0
568_183,568,183,Burnet,0.28,1.0
570_182,570,182,Blanco,0.19,1.0
568_182,568,182,Blanco,0.11,1.0
570_181,570,181,Blanco,0.2,1.0
569_181,569,181,Blanco,0.12,1.0
568_181,568,181,Blanco,0.11,1.0
567_183,567,183,Burnet,0.14,1.0
566_183,566,183,Burnet,0.07,1.0
565_183,565,183,Blanco,0.15,1.0
567_182,567,182,Blanco,0.11,1.0
565_182,565,182,Blanco,0.13,1.0
567_181,567,181,Blanco,0.09,1.0
566_181,566,181,Blanco,0.08,1.0
564_183,564,183,Blanco,0.14,1.0
564_182,564,182,Blanco,0.09,1.0
563_182,563,182,Blanco,0.19,1.0
565_181,565,181,Blanco,0.13,1.0
563_181,563,181,Blanco,0.13,1.0
565_180,565,180,Blanco,0.14,1.0
564_180,564,180,Blanco,0.13,1.0
563_180,563,180,Blanco,0.13,1.0
562_182,562,182,Blanco,0.42,1.0
561_182,561,182,Blanco,0.28,1.0
560_182,560,182,Blanco,0.24,1.0
562_181,562,181,Blanco,0.27,1.0
560_181,560,181,Blanco,0.31,1.0
562_180,562,180,Blanco,0.37,1.0
561_180,561,180,Blanco,0.34,1.0
560_180,560,180,Gillespie,0.26,1.0
559_182,559,182,Gillespie,0.28,1.0
558_182,558,182,Gillespie,0.14,1.0
557_182,557,182,Gillespie,0.08,1.0
559_181,559,181,Gillespie,0.37,1.0
557_181,557,181,Gillespie,0.05,1.0
559_180,559,180,Gillespie,0.31,1.0
558_180,558,180,Gillespie,0.2,1.0
557_180,557,180,Gillespie,0.04,1.0
556_182,556,182,Gillespie,0.13,1.0
555_182,555,182,Gillespie,0.25,1.0
556_181,556,181,Gillespie,0.07,1.0
554_181,554,181,Gillespie,0.11,1.0
556_180,556,180,Gillespie,0.03,1.0
555_180,555,180,Gillespie,0.04,1.0
554_180,554,180,Gillespie,0.05,1.0
556_179,556,179,Gillespie,0.04,1.0
555_179,555,179,Gillespie,0.05,1.0
553_181,553,181,Gillespie,0.25,1.0
552_181,552,181,Gillespie,0.09,1.0
552_180,552,180,Gillespie,0.15,1.0
554_179,554,179,Gillespie,0.04,1.0
553_179,553,179,Gillespie,0.04,1.0
552_179,552,179,Gillespie,0.13,1.0
551_181,551,181,Gillespie,0.1,1.0
550_181,550,181,Gillespie,0.07,1.0
549_181,549,181,Gillespie,0.07,1.0
551_180,551,180,Gillespie,0.13,1.0
549_180,549,180,Gillespie,0.09,1.0
551_179,551,179,Gillespie,0.17,1.0
550_179,550,179,Gillespie,0.2,1.0
549_179,549,179,Gillespie,0.13,1.0
548_181,548,181,Gillespie,0.09,1.0
547_181,547,181,Gillespie,0.14,1.0
546_181,546,181,Gillespie,0.08,1.0
548_180,548,180,Gillespie,0.07,1.0
546_180,546,180,Gillespie,0.1,1.0
548_179,548,179,Gillespie,0.08,1.0
547_179,547,179,Gillespie,0.08,1.0
546_179,546,179,Gillespie,0.12,1.0
547_178,547,178,Gillespie,0.09,1.0
546_178,546,178,Gillespie,0.15,1.0
545_181,545,181,Gillespie,0.11,1.0
545_180,545,180,Gillespie,0.13,1.0
544_180,544,180,Gillespie,0.06,1.0
543_180,543,180,Gillespie,0.05,1.0
545_179,545,179,Gillespie,0.09,1.0
543_179,543,179,Gillespie,0.07,1.0
545_178,545,178,Gillespie,0.1,1.0
544_178,544,178,Gillespie,0.06,1.0
543_178,543,178,Gillespie,0.07,1.0
542_180,542,180,Kimble,0.05,1.0
541_180,541,180,Kimble,0.04,1.0
540_180,540,180,Kimble,0.07,1.0
542_179,542,179,Kimble,0.05,1.0
542_178,542,178,Kimble,0.05,1.0
541_178,541,178,Kimble,0.04,1.0
539_180,539,180,Kimble,0.18,1.0
538_180,538,180,Kimble,0.3,1.0
540_179,540,179,Kimble,0.06,1.0
538_179,538,179,Kimble,0.24,1.0
540_178,540,178,Kimble,0.05,1.0
539_178,539,178,Kimble,0.08,1.0
538_178,538,178,Kimble,0.16,1.0
537_180,537,180,Kimble,0.55,1.0
536_180,536,180,Kimble,0.45,1.0
535_180,535,180,Kimble,0.47,1.0
537_179,537,179,Kimble,0.33,1.0
535_179,535,179,Kimble,0.42,1.0
537_178,537,178,Kimble,0.24,1.0
536_178,536,178,Kimble,0.28,1.0
535_178,535,178,Kimble,0.34,1.0
537_177,537,177,Kimble,0.17,1.0
536_177,536,177,Kimble,0.22,1.0
535_177,535,177,Kimble,0.26,1.0
534_179,534,179,Kimble,0.39,1.0
533_179,533,179,Kimble,0.4,1.0
532_179,532,179,Kimble,0.34,1.0
534_178,534,178,Kimble,0.32,1.0
532_178,532,178,Kimble,0.35,1.0
534_177,534,177,Kimble,0.27,1.0
533_177,533,177,Kimble,0.31,1.0
532_177,532,177,Kimble,0.37,1.0
531_179,531,179,Kimble,0.31,1.0
530_179,530,179,Kimble,0.35,1.0
529_179,529,179,Kimble,0.27,1.0
531_178,531,178,Kimble,0.36,1.0
529_178,529,178,Kimble,0.25,1.0
531_177,531,177,Kimble,0.37,1.0
530_177,530,177,Kimble,0.34,1.0
529_177,529,177,Kimble,0.24,1.0
528_179,528,179,Kimble,0.2,1.0
527_179,527,179,Kimble,0.14,1.0
526_179,526,179,Kimble,0.15,1.0
528_178,528,178,Kimble,0.21,1.0
528_177,528,177,Kimble,0.19,1.0
527_177,527,177,Kimble,0.11,1.0
525_179,525,179,Kimble,0.13,1.0
524_179,524,179,Kimble,0.1,1.0
526_178,526,178,Kimble,0.11,1.0
525_178,525,178,Kimble,0.13,1.0
524_178,524,178,Kimble,0.11,1.0
526_177,526,177,Kimble,0.1,1.0
524_177,524,177,Kimble,0.12,1.0
526_176,526,176,Kimble,0.1,1.0
525_176,525,176,Kimble,0.09,1.0
